title,price,tikinow,freeship,reviews,product_id,link,rating_value,image url,badge under price,discount percentage,installment,free gifts,dis_percentage
Combo Máy Đọc Sách Kindle Paperwhite 4 Gen 10 (8GB - Màu Đen - Hàng nhập khẩu) và Bao Da WELL BEGUN,3180000,No,No,18,7570642105225,https://tiki.vn/combo-may-doc-sach-kindle-paperwhite-4-gen-10-8gb-mau-den-va-bao-da-well-begun-hang-nhap-khau-p36264193.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/07/51/f5/e9812eb508b2e825916f49a4b055a95a.jpg,No,,Yes,No,36
Điện Thoại Xiaomi Redmi 9T - Hàng Chính Hãng,3650000,Yes,No,3,5667748623358,https://tiki.vn/dien-thoai-xiaomi-redmi-9t-hang-chinh-hang-p76206341.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/e5/77/f5/f9fe947e67bcd6619d7669ccbd2d8226.png,No,,No,No,9
Điện thoại Vsmart Aris (6GB/64GB) - Hàng Chính Hãng,5290000,No,No,0,3421866290089,https://tiki.vn/dien-thoai-vsmart-aris-6gb-64gb-hang-chinh-hang-p68165397.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/87/dc/e0/f0d649b9a7457fb2db3f363105b4a1f8.jpg,No,,No,No,24
Điện Thoại Nokia 215 4G - Hàng Chính Hãng,640000,No,No,2,7902420645916,https://tiki.vn/dien-thoai-nokia-215-4g-hang-chinh-hang-p72882726.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/04/cc/e8/092c0abe802b93c10057c9ddd804df7b.jpg,Yes,,No,No,15
Điện Thoại Coolpad F110 - Hàng Chính Hãng,180000,No,No,3,3018198897555,https://tiki.vn/dien-thoai-coolpad-f110-hang-chinh-hang-p21129624.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/32/6d/d8/1fe01cb788b24fa9de91c171cd39863c.jpg,No,,No,No,5
Điện thoại Xiaomi Redmi Note 9 Pro - Hàng Chính Hãng,5790000,No,No,1,5386712274746,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9-pro-hang-chinh-hang-p55138557.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/43/86/13/31d0777f983647c58050a42c7c17073c.jpg,No,,No,No,17
Điện Thoại Samsung Galaxy A51 (8GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,6150000,Yes,No,2,3306491434623,https://tiki.vn/dien-thoai-samsung-galaxy-a51-8gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p85444660.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/ce/f0/12/dbb219369bc3fa7d2f813a6c305bb97e.jpg,No,,Yes,No,27
Điện Thoại Vivo Y20s (6GB/128GB) - Hàng Chính Hãng,4390000,No,No,0,4658306776002,https://tiki.vn/dien-thoai-vivo-y20s-6gb-128gb-hang-chinh-hang-p70765393.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/fa/30/65/c6ab1ff12272aec1e3a4d1ead3eb56b8.jpg,No,,No,No,12
Điện Thoại iPhone 11 Pro 256GB - Hàng Nhập Khẩu ,25978000,No,No,17,5413554992854,https://tiki.vn/dien-thoai-iphone-11-pro-256gb-hang-nhap-khau-p33802447.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/57/6a/d5/3e5231483c0a0faebfb457ab672e89d4.png,No,,No,No,30
Điện thoại Mobell C106 - Hàng chính hãng,169000,No,No,2,5297634583602,https://tiki.vn/dien-thoai-mobell-c106-hang-chinh-hang-p48484050.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/d2/28/9a/a3e7724b4ba5a881e69c7627f3808094.png,No,,No,No,15
Máy TÍnh Bảng HUAWEI Matepad T8 2G/32G- Thẻ nhớ ngoài 512GB - Hàng Chính Hãng,2990000,Yes,No,8,4594548537778,https://tiki.vn/may-tinh-bang-huawei-matepad-t8-2g-32g-the-nho-ngoai-512gb-hang-chinh-hang-p74556923.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/b6/ac/b5/9bfbc1f41f7cddafcb36d6e7ac63f336.jpg,No,,No,No,9
Máy đọc sách Onyx Boox Poke 3 - Hàng Chính Hãng,5000000,No,Yes,12,9340331897952,https://tiki.vn/may-doc-sach-onyx-boox-poke-3-hang-chinh-hang-p76798064.html?src=ss-organic,5,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,17
Điện Thoại Realme C17 (6GB/128GB) - Hàng Chính Hãng,4790000,Yes,No,5,6985410815014,https://tiki.vn/dien-thoai-realme-c17-6gb-128gb-hang-chinh-hang-p73547373.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/99/ae/8b/6b67bc0a3b9af5293e22b45ce7851ea2.jpg,No,,Yes,No,9
Điện Thoại Di Động GSM ZONO N8110 2.4inch – Hàng Nhập Khẩu - Vàng,209000,Yes,No,33,8789830696967,https://tiki.vn/dien-thoai-di-dong-gsm-zono-n8110-2-4inch-hang-nhap-khau-vang-p75453884.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/2d/c1/61/0d6e02395e388efd5960d48eb3a36e3a.jpg,No,,No,No,40
Máy tính bảng HUAWEI MatePad T 10s - Hàng Phân Phối Chính Hãng,5090000,Yes,No,3,9308189838539,https://tiki.vn/may-tinh-bang-huawei-matepad-t-10s-hang-phan-phoi-chinh-hang-p75321722.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/51/2c/3e/a689c360b684267aefd17b9e10e4b4fd.jpg,Yes,,Yes,No,7
Máy tính bảng Kindle Fire HD8 Plus 2020 - Ram 3Gb - 32Gb - Hàng nhập khẩu,2550000,No,No,6,8128713384025,https://tiki.vn/may-tinh-bang-kindle-fire-hd8-plus-2020-ram-3gb-32gb-hang-nhap-khau-p67087279.html?spid=67243939&src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/63/77/64/da9b9ea9ff163c50693c85751ee4ec92.jpg,No,,No,No,20
Điện Thoại Di Động GSM ZONO N8110 1.8inch – Hàng Nhập Khẩu,149000,Yes,No,69,7559132759704,https://tiki.vn/dien-thoai-di-dong-gsm-zono-n8110-1-8inch-hang-nhap-khau-p3666899.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/83/d2/f7/1d1c2828ba8a4f130ab4e394da551284.jpg,No,,No,No,55
Điện Thoại Vsmart Star 5 (4GB/64GB) - Hàng Chính Hãng,3090000,Yes,No,0,9937562322461,https://tiki.vn/dien-thoai-vsmart-star-5-4gb-64gb-hang-chinh-hang-p91455867.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/51/28/91/326479a20c75f8245b23177a0f7c306a.jpg,No,,No,No,6
"Máy Tính Bảng Samsung Galaxy Tab A8 8"" T295 - Đã Kích Hoạt Bảo Hành - Hàng Chính Hãng",2990000,Yes,Yes,16,2148779508568,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-8-t295-2019-da-kich-hoat-bao-hanh-hang-chinh-hang-p23258088.html?spid=34114028&src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,19
Điện thoại Bphone B86 - Hàng chính hãng,8990000,No,No,31,9715669404908,https://tiki.vn/dien-thoai-bphone-b86-hang-chinh-hang-p68527587.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/58/16/ed/3f37523f2a1615cb9d3a7fdd32712167.jpg,Yes,,No,No,0
Máy đọc sách Kindle Oasis 3 - Bản Mỹ - Hàng nhập khẩu,6390000,No,Yes,12,4379444626906,https://tiki.vn/may-doc-sach-kindle-oasis-3-ban-my-hang-nhap-khau-p72284060.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,28
Điện thoại Huawei Nova 7i 8G/128G Sạc nhanh 40W - Hàng Phân Phối Chính Hãng,5990000,Yes,No,5,2343648851398,https://tiki.vn/dien-thoai-huawei-nova-7i-8g-128g-sac-nhanh-40w-hang-phan-phoi-chinh-hang-p74556930.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/a9/5d/47/dcadddb40455d3fd2fad8ad9fff7bcbe.jpg,No,,Yes,No,14
Điện Thoại Nokia 5310 (2020) - Hàng Chính Hãng,919000,No,No,6,2974750014922,https://tiki.vn/dien-thoai-nokia-5310-2020-hang-chinh-hang-p51326736.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/40/bf/5b/7c07db5ba824d7c56d6cacead5559f5a.jpg,No,,No,No,7
Điện thoại Realme C20 (2GB/32GB)- Hàng chính hãng,2290000,No,No,4,5898086172101,https://tiki.vn/dien-thoai-realme-c20-2gb-32gb-hang-chinh-hang-p76589453.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/30/52/10/3ae18c87c99e78375218e679a71b2c18.jpg,No,,No,No,15
Máy Đọc Sách Kindle Gen 10 - 2019 (4GB) - Hàng Nhập Khẩu,2190000,No,No,2,8392300316618,https://tiki.vn/may-doc-sach-kindle-gen-10-2019-4gb-hang-nhap-khau-p28623307.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/11/03/ca/2af2ea0d7bc77094025669a7ce966003.jpg,No,,No,No,29
Điện thoại Samsung Galaxy A32-Đã Kích Hoạt Bảo Hành Điện Tử-Hàng Chính Hãng,5490000,Yes,No,0,6526934478008,https://tiki.vn/dien-thoai-samsung-galaxy-a32-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p88191483.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/92/69/0a/3c5be618e6e751c33617cdc62e0d1111.jpg,No,,No,No,18
Điện Thoại Samsung Galaxy S20 FE - Hàng Chính Hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ ,10990000,Yes,Yes,0,1103699565250,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p92680849.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,31
Điện thoại Nokia 150 (2020) - Hàng chính hãng - Đen,609000,No,No,7,2952863401396,https://tiki.vn/dien-thoai-nokia-150-2020-hang-chinh-hang-den-p58263379.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/a5/2f/45/2d46649b794bb35793ce942cde83a4c2.png,No,,No,No,8
iPad Mini 5 Wi-Fi 64GB - Hàng Nhập Khẩu,10900000,No,Yes,2,8766948333014,https://tiki.vn/ipad-mini-5-wi-fi-64gb-hang-nhap-khau-p37299479.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,9
Điện thoại Huawei P40 Pro (8GB/256GB) - Hàng Phân Phối Chính Hãng,19990000,Yes,No,2,9323334678112,https://tiki.vn/dien-thoai-huawei-p40-pro-8gb-256gb-hang-phan-phoi-chinh-hang-p74556870.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/e0/42/62/ead743d83590c7bb8b925e42b2630603.jpg,Yes,,Yes,No,17
Máy đọc sách Kindle Paperwhite gen 4 (10th) - Hàng nhập khẩu ,2950000,No,Yes,5,9167684407394,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-4-10th-hang-nhap-khau-p72635454.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,18
Điện thoại Masstel IZI 230,309000,No,No,1,2538665486054,https://tiki.vn/dien-thoai-masstel-izi-230-p73280676.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c9/1a/3b/4441b25ab41424bc13bdf64471966a17.jpg,Yes,,No,No,12
Điện thoại Huawei P40 Pro (8GB/256GB) - Hàng Phân Phối Chính Hãng,19990000,Yes,No,2,9323334678112,https://tiki.vn/dien-thoai-huawei-p40-pro-8gb-256gb-hang-phan-phoi-chinh-hang-p74556870.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/e0/42/62/ead743d83590c7bb8b925e42b2630603.jpg,Yes,,Yes,No,17
Điện Thoại Nokia 5310 (2020) - Hàng Chính Hãng,919000,No,No,6,2974750014922,https://tiki.vn/dien-thoai-nokia-5310-2020-hang-chinh-hang-p51326736.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/40/bf/5b/7c07db5ba824d7c56d6cacead5559f5a.jpg,No,,No,No,7
Điện thoại Samsung E1200 - Hàng Chính Hãng ,347000,Yes,Yes,42,6548622067215,https://tiki.vn/dien-thoai-samsung-e1200-hang-chinh-hang-p3729945.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,0
Điện thoại Nokia 150 (2020) - Hàng chính hãng - Đen,609000,No,No,7,2952863401396,https://tiki.vn/dien-thoai-nokia-150-2020-hang-chinh-hang-den-p58263379.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/a5/2f/45/2d46649b794bb35793ce942cde83a4c2.png,No,,No,No,8
Điện thoại Masstel IZI 230,309000,No,No,1,2538665486054,https://tiki.vn/dien-thoai-masstel-izi-230-p73280676.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c9/1a/3b/4441b25ab41424bc13bdf64471966a17.jpg,Yes,,No,No,12
Điện thoại Energizer Power Max P20 kiêm sạc dự phòng - Hàng chính hãng,529000,Yes,No,26,2622049632349,https://tiki.vn/dien-thoai-energizer-power-max-p20-kiem-sac-du-phong-hang-chinh-hang-p54637084.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c8/cb/2a/d52fa4ec54844c260e2906e8c6957a30.jpg,Yes,,No,No,34
iPad Mini 5 Wi-Fi 64GB - Hàng Nhập Khẩu,10900000,No,Yes,2,8766948333014,https://tiki.vn/ipad-mini-5-wi-fi-64gb-hang-nhap-khau-p37299479.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,9
"Ulefone Armor X ( chống nước,chống va đập,pin 5.000mAh ) hàng chính hãng",2990000,No,Yes,32,7762173325757,https://tiki.vn/ulefone-armor-x-chong-nuoc-chong-va-dap-pin-5-500mah-hang-chinh-hang-p29931445.html?spid=29931447&src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,Yes,,No,No,25
Điện thoại Nokia 105- Dual sim (2 sim)- Hàng chính hãng,335000,No,No,4,1271689156114,https://tiki.vn/dien-thoai-nokia-105-dual-sim-2-sim-hang-chinh-hang-p74176622.html?src=ss-organic,0,https://salt.tikicdn.com/assets/img/image.svg,No,,No,No,7
Điện Thoại Samsung Galaxy A10s (32GB/2GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,2390000,No,Yes,7,9319785061092,https://tiki.vn/dien-thoai-samsung-galaxy-a10s-32gb-2gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p29396058.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,35
Điện Thoại Xiaomi Mi 10T Pro 5G (8GB/256GB) - Hàng Chính Hãng,11320000,No,No,0,1656438060553,https://tiki.vn/dien-thoai-xiaomi-mi-10t-pro-5g-8gb-256gb-hang-chinh-hang-p73642786.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/08/fd/a4/5d6448176bfb08438318e9e8c5bfce94.png,No,,No,No,13
Điện thoại Samsung Galaxy A32-Đã Kích Hoạt Bảo Hành Điện Tử-Hàng Chính Hãng,5490000,Yes,No,0,6526934478008,https://tiki.vn/dien-thoai-samsung-galaxy-a32-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p88191483.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/92/69/0a/3c5be618e6e751c33617cdc62e0d1111.jpg,No,,No,No,18
iPad Pro 12.9 inch (2020) 128GB Wifi Cellular- Hàng  Chính Hãng,27990000,Yes,No,1,2485358802267,https://tiki.vn/ipad-pro-12-9-inch-2020-128gb-wifi-cellular-hang-chinh-hang-p76308647.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/3e/01/d7/319ca4cda6e9f29fa7513b91132e9f63.jpg,Yes,,Yes,No,13
iPad Pro 12.9 inch (2020) Wifi - Hàng Nhập Khẩu,24600000,No,Yes,16,7351190386898,https://tiki.vn/ipad-pro-12-9-inch-2020-wifi-hang-nhap-khau-p52675635.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,12
Máy Tính Bảng Masstel Tab 10 4G - Hàng Chính Hãng,2990000,No,No,1,6627428328619,https://tiki.vn/may-tinh-bang-masstel-tab-10-4g-hang-chinh-hang-p76358835.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c1/bf/f5/49a279dea78b383333811138948672c2.jpg,Yes,,No,No,6
ĐIỆN THOẠI VIVO Y12S- HÀNG CHÍNH HÃNG,2790000,No,No,0,5707188073225,https://tiki.vn/dien-thoai-vivo-y12s-hang-chinh-hang-p81140794.html?spid=83336007&src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/af/5d/4b/f7c6076622a91b4b2cf7b956d6357496.jpg,No,,No,No,7
Máy Tính Bảng Kindle Fire HD10(9th) 32GB (2019) - Hàng Nhập Khẩu - Balck,3450000,No,No,0,9369900419958,https://tiki.vn/may-tinh-bang-kindle-fire-hd10-9th-32gb-2019-hang-nhap-khau-balck-p58245791.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c1/09/a6/d5d4cf143c7e8b7faffaf937f3f003df.jpg,No,,No,No,16
Điện Thoại Samsung Galaxy A31 (128GB/6GB) - Hàng Chính Hãng,5290000,No,No,16,7532089228509,https://tiki.vn/dien-thoai-samsung-galaxy-a31-128gb-6gb-hang-chinh-hang-p54700224.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/d4/a3/d5/58f3f8de4d2c12008915447874f99551.jpg,No,,Yes,No,18
Điện thoại Mobell M889 - Hàng chính hãng,379000,Yes,No,22,2896161774021,https://tiki.vn/dien-thoai-mobell-m889-hang-chinh-hang-p53245077.html?src=ss-organic,4,https://salt.tikicdn.com/cache/280x280/ts/product/d3/65/ea/330c7771839dfe5a9d412b2da3e7f58e.png,No,,No,No,5
Điện Thoại Samsung Galaxy S20 FE - Hàng Chính Hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ ,10990000,Yes,Yes,0,1103699565250,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p92680849.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,31
Điện thoại Energizer E20 -Hàng Chính Hãng,559000,Yes,No,25,5003036700581,https://tiki.vn/dien-thoai-energizer-e20-hang-chinh-hang-p54632975.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/bc/bc/10/92853a3c0b6c9d83183296363691a3a6.jpg,No,,No,No,38
Máy Đọc Sách Kindle Paperwhite Gen 10 -  Hàng Mỹ,3090000,No,Yes,2,5945628925470,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-10-hang-my-p11254535.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,26
Máy đọc sách Amazon Kindle Oasis 2 - dung lượng 32gb - Chính hãng Amazon - Hàng nhập khẩu,5650000,No,No,12,2746833232789,https://tiki.vn/may-doc-sach-amazon-kindle-oasis-2-dung-luong-32gb-chinh-hang-amazon-hang-nhap-khau-p43865002.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/c8/b9/76/35d05ba2b9ecaa9186d5ed98c24f2bfb.jpg,No,,Yes,No,34
Điện thoại bàn không dây Panasonic KX-TGB110-Hàng Chính Hãng,680000,No,No,18,4961986309050,https://tiki.vn/dien-thoai-ban-khong-day-panasonic-kx-tgb110-hang-chinh-hang-p11251951.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/7f/27/33/3d7be765dcdfd3c03ae0883b92ce0ff6.jpg,No,,No,No,29
Điện Thoại Di Động GSM ZONO N8110 2.4inch - Hàng Nhập Khẩu,209000,Yes,No,239,3205749079967,https://tiki.vn/dien-thoai-di-dong-gsm-zono-n8110-2-4inch-hang-nhap-khau-p3717703.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/eb/c2/34/29fe6f30f28dc8f88dec31ca0ba10f26.jpg,No,,No,No,60
Điện Thoại Phổ Thông Coolpad F212 màn hình 2.4 inch 2 SIM-Màu Xanh đen -Hàng Chính Hãng,239000,No,No,1,7931784600934,https://tiki.vn/dien-thoai-pho-thong-coolpad-f212-man-hinh-2-4-inch-2-sim-mau-xanh-den-hang-chinh-hang-p78527518.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/6a/66/8b/8e457c2bbdf64cd1260dc117d5018f8c.jpg,No,,No,No,47
Điện Thoại Nokia 230 Dual SIM - Hàng Chính Hãng,1130000,Yes,No,0,1157164158760,https://tiki.vn/dien-thoai-nokia-230-dual-sim-hang-chinh-hang-p177294.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/e/denbac_1.u2751.d20170317.t175301.311371.jpg,No,,No,No,19
Điện Thoại Smartphone DXD 20Pro Hàng Chính Hãng,1090000,No,Yes,9,6738797442768,https://tiki.vn/dien-thoai-smartphone-dxd-20pro-hang-chinh-hang-p55518608.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,22
Máy đọc sách Onyx Boox Nova 3- Hàng Chính Hãng,8789000,No,Yes,2,3845290275265,https://tiki.vn/may-doc-sach-onyx-boox-nova-3-hang-chinh-hang-p76798342.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,8
Máy đọc sách Kindle PaperWhite gen 4 (10th) - Bản 32 GB - Hàng chính hãng,3720000,No,No,6,8946166593913,https://tiki.vn/may-doc-sach-kindle-paperwhite-2018-gen-4-10th-ban-32-gb-hang-chinh-hang-p6598039.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/be/f2/ba/7c5e015111d8a91615f60b4d5194a9b1.jpg,No,,No,No,17
Điện Thoại Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,242990,No,No,52,7752698747868,https://tiki.vn/dien-thoai-ban-panasonic-kx-ts500mx-hang-chinh-hang-p11213994.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/35/43/37/5d0406c34b5bb69dbbcbb313a9dc7089.jpg,No,,No,No,46
Điện Thoại Mobell ROCK 3 - Hàng Chính Hãng,489000,No,No,13,3957423231832,https://tiki.vn/dien-thoai-mobell-rock-3-hang-chinh-hang-p10766617.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/d6/e2/d9/c5a4e5fe51d238b9ba54290eb03f6fd5.jpg,Yes,,No,No,29
Điện Thoại Samsung Galaxy A21s - Hàng Chính Hãng,4050000,Yes,No,0,7167835889934,https://tiki.vn/dien-thoai-samsung-galaxy-a21s-hang-chinh-hang-p56025835.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/13/9a/1d/9be8983c341e1cc1945f2672fbfb86dc.jpg,Yes,,No,No,29
Điện thoại Vivo V20 (8GB/128GB) - Hàng Chính Hãng,7589000,Yes,No,8,1629603421358,https://tiki.vn/dien-thoai-vivo-v20-8gb-128gb-hang-chinh-hang-p70833091.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/0e/56/e6/b979cd050ba89051b9ae91f897bb416b.jpg,No,,No,No,11
"Điện thoại itel Value100 - Màn hình 1.77'', 256.000 màu, 2 sim, Danh bạ 1000 số - Hàng chính hãng",170000,Yes,No,8,9590857648568,https://tiki.vn/dien-thoai-itel-value100-man-hinh-1-77-256-000-mau-2-sim-danh-ba-1000-so-hang-chinh-hang-p74459767.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/7d/49/b5/67175ee853defac3bab2ee3fe0507c21.png,No,,No,No,0
Điện thoại Mobell C310 - Hàng chính hãng,199000,Yes,No,45,2435701564540,https://tiki.vn/dien-thoai-mobell-c310-hang-chinh-hang-p52347882.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/5e/1a/3e/0d5c6697b27fc229f3e459f74d42b71e.png,No,,No,No,33
Điện thoại Energizer E100 -Hàng  Chính Hãng,419000,Yes,No,19,1686295968097,https://tiki.vn/dien-thoai-energizer-e100-hang-chinh-hang-p49541097.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/98/25/89/eb16c85cd762e6a276774d5678ec3cdf.jpg,No,,No,No,48
Điện thoại Vsmart Live 4,3900000,No,No,6,7773098104358,https://tiki.vn/dien-thoai-vsmart-live-4-p63084235.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/17/9f/61/6468dd378f9648b1856399657335b2b8.png,No,,No,No,17
Điện thoại Bphone 3 Pro - Hàng chính hãng,6493500,No,No,5,7380594501903,https://tiki.vn/dien-thoai-bphone-3-pro-hang-chinh-hang-p68521343.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/f2/0b/e0/e2459f1ca0d50fb2bed58b7117f3b810.jpg,Yes,,Yes,No,35
"Máy đọc sách Kobo Clara HD 8GB đen, 6 inch, có đèn cam - Hàng nhập khẩu",3245000,No,No,4,2956945853043,https://tiki.vn/may-doc-sach-kobo-clara-8gb-den-6-inch-co-den-cam-hang-nhap-khau-p72290345.html?spid=77874198&src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/f0/04/a4/8daf08244f9766c75ece956b9edcb0b9.png,No,,No,No,35
Máy Tính Bảng Samsung Galaxy Tab S6 Lite (4GB/64GB) SM-P615 ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,7990000,Yes,No,2,4912205020828,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s6-lite-4gb-64gb-sm-p615-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p82075493.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/d8/5e/3f/fda834f143980a0c50d46bafcdecbffa.png,No,,Yes,No,20
Điện Thoại iPhone 11 Pro Max 64GB  - Hàng  Nhập Khẩu,26959000,No,No,15,9346809776809,https://tiki.vn/dien-thoai-iphone-11-pro-max-64gb-hang-nhap-khau-p33928555.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/86/db/bc/7f922fe77cc59651f577571a676552b9.png,No,,No,No,29
